Pipe OD (in),Pipe wt (in),Pipe SMYS (psi),Pipe Coating,Internal Pressure (psi),Pipe DOC (ft),Length of Pipe in PGD (ft),Soil Friction Angle (φ degrees),"Soil Cohesion (c, psf)","Soil Effective Unit Weight (γ', psf)",PGD Path (perpendicular/parallel to pipe),Longitudinal Force (lb/ft),Axial Stress (psi),Remaining Allowable Stress (psi),Allowable Pipe Length in PGD (ft),Exceeds Allowable
16.0,0.375,X-42,Rough Steel,1500,10,15,28,150,140,Perpendicular,36.09,4234.74,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,200,110,Parallel,21.51,2524.15,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,200,110,Perpendicular,28.36,3327.29,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,200,120,Parallel,23.47,2753.62,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,200,120,Perpendicular,30.93,3629.77,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,200,125,Parallel,24.44,2868.36,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,200,125,Perpendicular,32.22,3781.02,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,200,130,Parallel,25.42,2983.09,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,200,130,Perpendicular,33.51,3932.26,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,200,140,Parallel,27.38,3212.56,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,200,140,Perpendicular,36.09,4234.74,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,0,110,Parallel,22.0,2581.52,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,0,110,Perpendicular,29.33,3442.03,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,0,120,Parallel,24.0,2816.2,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,0,120,Perpendicular,32.0,3754.94,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,0,125,Parallel,25.0,2933.55,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,0,125,Perpendicular,33.33,3911.4,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,0,130,Parallel,26.0,3050.89,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,0,130,Perpendicular,34.67,4067.85,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,0,140,Parallel,28.0,3285.57,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,0,140,Perpendicular,37.33,4380.76,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,50,110,Parallel,22.0,2581.52,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,50,110,Perpendicular,29.33,3442.03,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,50,120,Parallel,24.0,2816.2,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,50,120,Perpendicular,32.0,3754.94,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,50,125,Parallel,25.0,2933.55,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,50,125,Perpendicular,33.33,3911.4,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,50,130,Parallel,26.0,3050.89,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,50,130,Perpendicular,34.67,4067.85,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,50,140,Parallel,28.0,3285.57,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,50,140,Perpendicular,37.33,4380.76,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,100,110,Parallel,22.0,2581.52,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,100,110,Perpendicular,29.33,3442.03,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,100,120,Parallel,24.0,2816.2,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,100,120,Perpendicular,32.0,3754.94,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,100,125,Parallel,25.0,2933.55,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,100,125,Perpendicular,33.33,3911.4,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,100,130,Parallel,26.0,3050.89,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,100,130,Perpendicular,34.67,4067.85,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,100,140,Parallel,28.0,3285.57,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,100,140,Perpendicular,37.33,4380.76,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,150,110,Parallel,22.0,2581.52,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,150,110,Perpendicular,29.33,3442.03,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,150,120,Parallel,24.0,2816.2,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,150,120,Perpendicular,32.0,3754.94,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,150,125,Parallel,25.0,2933.55,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,150,125,Perpendicular,33.33,3911.4,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,150,130,Parallel,26.0,3050.89,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,150,130,Perpendicular,34.67,4067.85,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,150,140,Parallel,28.0,3285.57,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,150,140,Perpendicular,37.33,4380.76,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,200,110,Parallel,22.0,2581.52,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,200,110,Perpendicular,29.33,3442.03,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,200,120,Parallel,24.0,2816.2,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,200,120,Perpendicular,32.0,3754.94,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,200,125,Parallel,25.0,2933.55,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,200,125,Perpendicular,33.33,3911.4,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,200,130,Parallel,26.0,3050.89,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,200,130,Perpendicular,34.67,4067.85,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,200,140,Parallel,28.0,3285.57,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,30,200,140,Perpendicular,37.33,4380.76,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,0,110,Parallel,22.49,2638.89,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,0,110,Perpendicular,30.31,3556.76,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,0,120,Parallel,24.53,2878.79,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,0,120,Perpendicular,33.07,3880.1,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,0,125,Parallel,25.56,2998.74,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,0,125,Perpendicular,34.44,4041.78,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,0,130,Parallel,26.58,3118.69,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,0,130,Perpendicular,35.82,4203.45,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,0,140,Parallel,28.62,3358.58,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,0,140,Perpendicular,38.58,4526.79,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,50,110,Parallel,22.49,2638.89,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,50,110,Perpendicular,30.31,3556.76,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,50,120,Parallel,24.53,2878.79,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,50,120,Perpendicular,33.07,3880.1,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,50,125,Parallel,25.56,2998.74,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,50,125,Perpendicular,34.44,4041.78,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,50,130,Parallel,26.58,3118.69,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,50,130,Perpendicular,35.82,4203.45,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,50,140,Parallel,28.62,3358.58,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,50,140,Perpendicular,38.58,4526.79,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,100,110,Parallel,22.49,2638.89,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,100,110,Perpendicular,30.31,3556.76,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,100,120,Parallel,24.53,2878.79,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,100,120,Perpendicular,33.07,3880.1,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,100,125,Parallel,25.56,2998.74,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,100,125,Perpendicular,34.44,4041.78,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,100,130,Parallel,26.58,3118.69,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,100,130,Perpendicular,35.82,4203.45,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,100,140,Parallel,28.62,3358.58,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,100,140,Perpendicular,38.58,4526.79,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,150,110,Parallel,22.49,2638.89,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,150,110,Perpendicular,30.31,3556.76,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,150,120,Parallel,24.53,2878.79,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,150,120,Perpendicular,33.07,3880.1,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,150,125,Parallel,25.56,2998.74,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,150,125,Perpendicular,34.44,4041.78,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,150,130,Parallel,26.58,3118.69,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,150,130,Perpendicular,35.82,4203.45,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,150,140,Parallel,28.62,3358.58,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,150,140,Perpendicular,38.58,4526.79,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,200,110,Parallel,22.49,2638.89,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,200,110,Perpendicular,30.31,3556.76,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,200,120,Parallel,24.53,2878.79,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,200,120,Perpendicular,33.07,3880.1,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,200,125,Parallel,25.56,2998.74,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,200,125,Perpendicular,34.44,4041.78,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,200,130,Parallel,26.58,3118.69,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,200,130,Perpendicular,35.82,4203.45,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,200,140,Parallel,28.62,3358.58,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,32,200,140,Perpendicular,38.58,4526.79,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,0,110,Parallel,23.22,2724.94,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,0,110,Perpendicular,31.78,3728.86,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,0,120,Parallel,25.33,2972.66,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,0,120,Perpendicular,34.67,4067.85,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,0,125,Parallel,26.39,3096.52,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,0,125,Perpendicular,36.11,4237.34,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,0,130,Parallel,27.44,3220.38,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,0,130,Perpendicular,37.56,4406.84,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,0,140,Parallel,29.56,3468.1,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,0,140,Perpendicular,40.44,4745.83,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,50,110,Parallel,23.22,2724.94,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,50,110,Perpendicular,31.78,3728.86,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,50,120,Parallel,25.33,2972.66,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,50,120,Perpendicular,34.67,4067.85,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,50,125,Parallel,26.39,3096.52,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,50,125,Perpendicular,36.11,4237.34,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,50,130,Parallel,27.44,3220.38,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,50,130,Perpendicular,37.56,4406.84,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,50,140,Parallel,29.56,3468.1,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,50,140,Perpendicular,40.44,4745.83,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,100,110,Parallel,23.22,2724.94,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,100,110,Perpendicular,31.78,3728.86,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,100,120,Parallel,25.33,2972.66,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,100,120,Perpendicular,34.67,4067.85,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,100,125,Parallel,26.39,3096.52,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,100,125,Perpendicular,36.11,4237.34,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,100,130,Parallel,27.44,3220.38,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,100,130,Perpendicular,37.56,4406.84,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,100,140,Parallel,29.56,3468.1,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,100,140,Perpendicular,40.44,4745.83,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,150,110,Parallel,23.22,2724.94,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,150,110,Perpendicular,31.78,3728.86,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,150,120,Parallel,25.33,2972.66,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,150,120,Perpendicular,34.67,4067.85,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,150,125,Parallel,26.39,3096.52,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,150,125,Perpendicular,36.11,4237.34,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,150,130,Parallel,27.44,3220.38,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,150,130,Perpendicular,37.56,4406.84,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,150,140,Parallel,29.56,3468.1,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,150,140,Perpendicular,40.44,4745.83,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,200,110,Parallel,23.22,2724.94,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,200,110,Perpendicular,31.78,3728.86,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,200,120,Parallel,25.33,2972.66,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,200,120,Perpendicular,34.67,4067.85,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,200,125,Parallel,26.39,3096.52,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,200,125,Perpendicular,36.11,4237.34,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,200,130,Parallel,27.44,3220.38,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,200,130,Perpendicular,37.56,4406.84,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,200,140,Parallel,29.56,3468.1,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,35,200,140,Perpendicular,40.44,4745.83,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,0,110,Parallel,20.78,3250.8,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,0,110,Perpendicular,26.89,4206.92,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,0,120,Parallel,22.67,3546.33,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,0,120,Perpendicular,29.33,4589.37,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,0,125,Parallel,23.61,3694.1,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,0,125,Perpendicular,30.56,4780.59,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,0,130,Parallel,24.56,3841.86,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,0,130,Perpendicular,31.78,4971.82,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,0,140,Parallel,26.44,4137.39,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,0,140,Perpendicular,34.22,5354.27,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,50,110,Parallel,20.78,3250.8,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,50,110,Perpendicular,26.89,4206.92,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,50,120,Parallel,22.67,3546.33,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,50,120,Perpendicular,29.33,4589.37,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,50,125,Parallel,23.61,3694.1,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,50,125,Perpendicular,30.56,4780.59,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,50,130,Parallel,24.56,3841.86,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,50,130,Perpendicular,31.78,4971.82,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,50,140,Parallel,26.44,4137.39,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,50,140,Perpendicular,34.22,5354.27,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,100,110,Parallel,20.78,3250.8,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,100,110,Perpendicular,26.89,4206.92,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,100,120,Parallel,22.67,3546.33,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,100,120,Perpendicular,29.33,4589.37,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,100,125,Parallel,23.61,3694.1,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,100,125,Perpendicular,30.56,4780.59,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,100,130,Parallel,24.56,3841.86,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,100,130,Perpendicular,31.78,4971.82,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,100,140,Parallel,26.44,4137.39,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,100,140,Perpendicular,34.22,5354.27,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,150,110,Parallel,20.78,3250.8,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,150,110,Perpendicular,26.89,4206.92,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,150,120,Parallel,22.67,3546.33,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,150,120,Perpendicular,29.33,4589.37,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,150,125,Parallel,23.61,3694.1,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,150,125,Perpendicular,30.56,4780.59,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,150,130,Parallel,24.56,3841.86,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,150,130,Perpendicular,31.78,4971.82,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,150,140,Parallel,26.44,4137.39,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,150,140,Perpendicular,34.22,5354.27,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,200,110,Parallel,20.78,3250.8,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,200,110,Perpendicular,26.89,4206.92,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,200,120,Parallel,22.67,3546.33,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,200,120,Perpendicular,29.33,4589.37,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,200,125,Parallel,23.61,3694.1,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,200,125,Perpendicular,30.56,4780.59,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,200,130,Parallel,24.56,3841.86,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,200,130,Perpendicular,31.78,4971.82,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,200,140,Parallel,26.44,4137.39,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,25,200,140,Perpendicular,34.22,5354.27,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,28,0,110,Parallel,21.51,3365.54,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,28,0,110,Perpendicular,28.36,4436.39,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,28,0,120,Parallel,23.47,3671.5,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,28,0,120,Perpendicular,30.93,4839.7,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,28,0,125,Parallel,24.44,3824.48,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,28,0,125,Perpendicular,32.22,5041.35,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,28,0,130,Parallel,25.42,3977.45,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,28,0,130,Perpendicular,33.51,5243.01,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,28,0,140,Parallel,27.38,4283.41,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,28,0,140,Perpendicular,36.09,5646.32,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,28,50,110,Parallel,21.51,3365.54,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,28,50,110,Perpendicular,28.36,4436.39,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,28,50,120,Parallel,23.47,3671.5,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,28,50,120,Perpendicular,30.93,4839.7,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,28,50,125,Parallel,24.44,3824.48,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,28,50,125,Perpendicular,32.22,5041.35,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,28,50,130,Parallel,25.42,3977.45,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,28,50,130,Perpendicular,33.51,5243.01,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,28,50,140,Parallel,27.38,4283.41,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,28,50,140,Perpendicular,36.09,5646.32,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,28,100,110,Parallel,21.51,3365.54,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,20,28,100,110,Perpendicular,28.36,4436.39,0,0.0,Exceeds
