Pipe OD (in),Pipe wt (in),Pipe SMYS (psi),Pipe Coating,Internal Pressure (psi),Pipe DOC (ft),Length of Pipe in PGD (ft),Soil Friction Angle (φ degrees),"Soil Cohesion (c, psf)","Soil Effective Unit Weight (γ', psf)",PGD Path (perpendicular/parallel to pipe),Longitudinal Force (lb/ft),Axial Stress (psi),Remaining Allowable Stress (psi),Allowable Pipe Length in PGD (ft),Exceeds Allowable
16.0,0.375,X-42,Rough Steel,1500,10,10,30,0,130,Parallel,26.0,2033.93,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,0,130,Perpendicular,34.67,2711.9,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,0,140,Parallel,28.0,2190.38,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,0,140,Perpendicular,37.33,2920.51,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,50,110,Parallel,22.0,1721.01,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,50,110,Perpendicular,29.33,2294.69,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,50,120,Parallel,24.0,1877.47,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,50,120,Perpendicular,32.0,2503.29,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,50,125,Parallel,25.0,1955.7,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,50,125,Perpendicular,33.33,2607.6,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,50,130,Parallel,26.0,2033.93,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,50,130,Perpendicular,34.67,2711.9,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,50,140,Parallel,28.0,2190.38,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,50,140,Perpendicular,37.33,2920.51,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,100,110,Parallel,22.0,1721.01,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,100,110,Perpendicular,29.33,2294.69,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,100,120,Parallel,24.0,1877.47,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,100,120,Perpendicular,32.0,2503.29,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,100,125,Parallel,25.0,1955.7,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,100,125,Perpendicular,33.33,2607.6,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,100,130,Parallel,26.0,2033.93,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,100,130,Perpendicular,34.67,2711.9,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,100,140,Parallel,28.0,2190.38,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,100,140,Perpendicular,37.33,2920.51,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,150,110,Parallel,22.0,1721.01,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,150,110,Perpendicular,29.33,2294.69,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,150,120,Parallel,24.0,1877.47,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,150,120,Perpendicular,32.0,2503.29,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,150,125,Parallel,25.0,1955.7,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,150,125,Perpendicular,33.33,2607.6,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,150,130,Parallel,26.0,2033.93,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,150,130,Perpendicular,34.67,2711.9,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,150,140,Parallel,28.0,2190.38,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,150,140,Perpendicular,37.33,2920.51,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,200,110,Parallel,22.0,1721.01,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,200,110,Perpendicular,29.33,2294.69,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,200,120,Parallel,24.0,1877.47,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,200,120,Perpendicular,32.0,2503.29,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,200,125,Parallel,25.0,1955.7,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,200,125,Perpendicular,33.33,2607.6,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,200,130,Parallel,26.0,2033.93,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,200,130,Perpendicular,34.67,2711.9,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,200,140,Parallel,28.0,2190.38,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,30,200,140,Perpendicular,37.33,2920.51,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,0,110,Parallel,22.49,1759.26,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,0,110,Perpendicular,30.31,2371.17,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,0,120,Parallel,24.53,1919.19,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,0,120,Perpendicular,33.07,2586.74,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,0,125,Parallel,25.56,1999.16,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,0,125,Perpendicular,34.44,2694.52,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,0,130,Parallel,26.58,2079.12,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,0,130,Perpendicular,35.82,2802.3,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,0,140,Parallel,28.62,2239.06,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,0,140,Perpendicular,38.58,3017.86,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,50,110,Parallel,22.49,1759.26,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,50,110,Perpendicular,30.31,2371.17,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,50,120,Parallel,24.53,1919.19,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,50,120,Perpendicular,33.07,2586.74,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,50,125,Parallel,25.56,1999.16,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,50,125,Perpendicular,34.44,2694.52,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,50,130,Parallel,26.58,2079.12,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,50,130,Perpendicular,35.82,2802.3,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,50,140,Parallel,28.62,2239.06,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,50,140,Perpendicular,38.58,3017.86,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,100,110,Parallel,22.49,1759.26,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,100,110,Perpendicular,30.31,2371.17,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,100,120,Parallel,24.53,1919.19,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,100,120,Perpendicular,33.07,2586.74,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,100,125,Parallel,25.56,1999.16,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,100,125,Perpendicular,34.44,2694.52,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,100,130,Parallel,26.58,2079.12,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,100,130,Perpendicular,35.82,2802.3,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,100,140,Parallel,28.62,2239.06,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,100,140,Perpendicular,38.58,3017.86,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,150,110,Parallel,22.49,1759.26,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,150,110,Perpendicular,30.31,2371.17,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,150,120,Parallel,24.53,1919.19,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,150,120,Perpendicular,33.07,2586.74,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,150,125,Parallel,25.56,1999.16,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,150,125,Perpendicular,34.44,2694.52,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,150,130,Parallel,26.58,2079.12,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,150,130,Perpendicular,35.82,2802.3,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,150,140,Parallel,28.62,2239.06,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,150,140,Perpendicular,38.58,3017.86,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,200,110,Parallel,22.49,1759.26,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,200,110,Perpendicular,30.31,2371.17,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,200,120,Parallel,24.53,1919.19,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,200,120,Perpendicular,33.07,2586.74,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,200,125,Parallel,25.56,1999.16,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,200,125,Perpendicular,34.44,2694.52,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,200,130,Parallel,26.58,2079.12,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,200,130,Perpendicular,35.82,2802.3,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,200,140,Parallel,28.62,2239.06,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,32,200,140,Perpendicular,38.58,3017.86,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,0,110,Parallel,23.22,1816.63,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,0,110,Perpendicular,31.78,2485.91,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,0,120,Parallel,25.33,1981.77,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,0,120,Perpendicular,34.67,2711.9,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,0,125,Parallel,26.39,2064.35,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,0,125,Perpendicular,36.11,2824.9,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,0,130,Parallel,27.44,2146.92,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,0,130,Perpendicular,37.56,2937.89,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,0,140,Parallel,29.56,2312.07,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,0,140,Perpendicular,40.44,3163.88,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,50,110,Parallel,23.22,1816.63,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,50,110,Perpendicular,31.78,2485.91,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,50,120,Parallel,25.33,1981.77,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,50,120,Perpendicular,34.67,2711.9,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,50,125,Parallel,26.39,2064.35,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,50,125,Perpendicular,36.11,2824.9,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,50,130,Parallel,27.44,2146.92,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,50,130,Perpendicular,37.56,2937.89,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,50,140,Parallel,29.56,2312.07,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,50,140,Perpendicular,40.44,3163.88,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,100,110,Parallel,23.22,1816.63,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,100,110,Perpendicular,31.78,2485.91,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,100,120,Parallel,25.33,1981.77,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,100,120,Perpendicular,34.67,2711.9,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,100,125,Parallel,26.39,2064.35,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,100,125,Perpendicular,36.11,2824.9,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,100,130,Parallel,27.44,2146.92,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,100,130,Perpendicular,37.56,2937.89,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,100,140,Parallel,29.56,2312.07,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,100,140,Perpendicular,40.44,3163.88,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,150,110,Parallel,23.22,1816.63,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,150,110,Perpendicular,31.78,2485.91,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,150,120,Parallel,25.33,1981.77,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,150,120,Perpendicular,34.67,2711.9,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,150,125,Parallel,26.39,2064.35,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,150,125,Perpendicular,36.11,2824.9,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,150,130,Parallel,27.44,2146.92,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,150,130,Perpendicular,37.56,2937.89,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,150,140,Parallel,29.56,2312.07,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,150,140,Perpendicular,40.44,3163.88,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,200,110,Parallel,23.22,1816.63,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,200,110,Perpendicular,31.78,2485.91,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,200,120,Parallel,25.33,1981.77,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,200,120,Perpendicular,34.67,2711.9,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,200,125,Parallel,26.39,2064.35,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,200,125,Perpendicular,36.11,2824.9,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,200,130,Parallel,27.44,2146.92,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,200,130,Perpendicular,37.56,2937.89,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,200,140,Parallel,29.56,2312.07,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,10,35,200,140,Perpendicular,40.44,3163.88,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,0,110,Parallel,20.78,2438.1,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,0,110,Perpendicular,26.89,3155.19,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,0,120,Parallel,22.67,2659.75,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,0,120,Perpendicular,29.33,3442.03,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,0,125,Parallel,23.61,2770.57,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,0,125,Perpendicular,30.56,3585.45,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,0,130,Parallel,24.56,2881.39,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,0,130,Perpendicular,31.78,3728.86,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,0,140,Parallel,26.44,3103.04,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,0,140,Perpendicular,34.22,4015.7,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,50,110,Parallel,20.78,2438.1,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,50,110,Perpendicular,26.89,3155.19,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,50,120,Parallel,22.67,2659.75,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,50,120,Perpendicular,29.33,3442.03,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,50,125,Parallel,23.61,2770.57,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,50,125,Perpendicular,30.56,3585.45,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,50,130,Parallel,24.56,2881.39,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,50,130,Perpendicular,31.78,3728.86,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,50,140,Parallel,26.44,3103.04,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,50,140,Perpendicular,34.22,4015.7,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,100,110,Parallel,20.78,2438.1,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,100,110,Perpendicular,26.89,3155.19,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,100,120,Parallel,22.67,2659.75,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,100,120,Perpendicular,29.33,3442.03,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,100,125,Parallel,23.61,2770.57,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,100,125,Perpendicular,30.56,3585.45,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,100,130,Parallel,24.56,2881.39,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,100,130,Perpendicular,31.78,3728.86,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,100,140,Parallel,26.44,3103.04,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,100,140,Perpendicular,34.22,4015.7,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,150,110,Parallel,20.78,2438.1,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,150,110,Perpendicular,26.89,3155.19,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,150,120,Parallel,22.67,2659.75,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,150,120,Perpendicular,29.33,3442.03,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,150,125,Parallel,23.61,2770.57,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,150,125,Perpendicular,30.56,3585.45,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,150,130,Parallel,24.56,2881.39,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,150,130,Perpendicular,31.78,3728.86,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,150,140,Parallel,26.44,3103.04,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,150,140,Perpendicular,34.22,4015.7,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,200,110,Parallel,20.78,2438.1,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,200,110,Perpendicular,26.89,3155.19,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,200,120,Parallel,22.67,2659.75,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,200,120,Perpendicular,29.33,3442.03,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,200,125,Parallel,23.61,2770.57,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,200,125,Perpendicular,30.56,3585.45,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,200,130,Parallel,24.56,2881.39,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,200,130,Perpendicular,31.78,3728.86,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,200,140,Parallel,26.44,3103.04,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,25,200,140,Perpendicular,34.22,4015.7,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,0,110,Parallel,21.51,2524.15,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,0,110,Perpendicular,28.36,3327.29,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,0,120,Parallel,23.47,2753.62,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,0,120,Perpendicular,30.93,3629.77,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,0,125,Parallel,24.44,2868.36,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,0,125,Perpendicular,32.22,3781.02,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,0,130,Parallel,25.42,2983.09,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,0,130,Perpendicular,33.51,3932.26,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,0,140,Parallel,27.38,3212.56,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,0,140,Perpendicular,36.09,4234.74,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,50,110,Parallel,21.51,2524.15,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,50,110,Perpendicular,28.36,3327.29,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,50,120,Parallel,23.47,2753.62,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,50,120,Perpendicular,30.93,3629.77,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,50,125,Parallel,24.44,2868.36,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,50,125,Perpendicular,32.22,3781.02,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,50,130,Parallel,25.42,2983.09,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,50,130,Perpendicular,33.51,3932.26,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,50,140,Parallel,27.38,3212.56,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,50,140,Perpendicular,36.09,4234.74,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,100,110,Parallel,21.51,2524.15,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,100,110,Perpendicular,28.36,3327.29,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,100,120,Parallel,23.47,2753.62,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,100,120,Perpendicular,30.93,3629.77,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,100,125,Parallel,24.44,2868.36,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,100,125,Perpendicular,32.22,3781.02,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,100,130,Parallel,25.42,2983.09,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,100,130,Perpendicular,33.51,3932.26,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,100,140,Parallel,27.38,3212.56,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,100,140,Perpendicular,36.09,4234.74,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,150,110,Parallel,21.51,2524.15,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,150,110,Perpendicular,28.36,3327.29,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,150,120,Parallel,23.47,2753.62,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,150,120,Perpendicular,30.93,3629.77,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,150,125,Parallel,24.44,2868.36,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,150,125,Perpendicular,32.22,3781.02,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,150,130,Parallel,25.42,2983.09,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,150,130,Perpendicular,33.51,3932.26,0,0.0,Exceeds
16.0,0.375,X-42,Rough Steel,1500,10,15,28,150,140,Parallel,27.38,3212.56,0,0.0,Exceeds
