Soil Name,Soil Type,Pipe OD (in),Pipe wt (in),Pipe SMYS (psi),Pipe DOC (ft),Length of Pipe in PGD (ft),Pipe Coating,Internal Pressure (psi),Soil Friction Angle (φ degrees),"Soil Cohesion (c, psf)","Soil Effective Unit Weight (γ', psf)",PGD Path (perpendicular/parallel to pipe),Longitudinal Force (lb/ft),Axial Stress (psi),Remaining Allowable Stress (psi),Allowable Pipe Length in PGD (ft),Exceeds Allowable
Stiff Lean Clay,CL,16,0.375,X-42,1,89,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1672.710751,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,90,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1691.505254,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,91,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1710.299757,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,92,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1729.09426,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,93,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1747.888763,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,94,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1766.683266,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,95,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1785.477768,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,96,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1804.272271,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,97,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1823.066774,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,98,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1841.861277,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,99,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1860.65578,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,1,100,Rough Steel,1500,30.0,100.0,120.0,Parallel,708.536064,1879.450282,6680.0,355.423076,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,10,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,232.467897,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,11,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,255.714686,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,12,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,278.961476,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,13,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,302.208266,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,14,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,325.455055,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,15,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,348.701845,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,16,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,371.948635,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,17,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,395.195425,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,18,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,418.442214,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,19,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,441.689004,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,20,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,464.935794,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,21,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,488.182583,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,22,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,511.429373,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,23,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,534.676163,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,24,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,557.922952,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,25,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,581.169742,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,26,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,604.416532,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,27,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,627.663321,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,28,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,650.910111,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,29,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,674.156901,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,30,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,697.40369,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,31,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,720.65048,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,32,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,743.89727,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,33,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,767.144059,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,34,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,790.390849,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,35,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,813.637639,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,36,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,836.884428,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,37,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,860.131218,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,38,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,883.378008,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,39,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,906.624797,6680.0,287.351505,Does Not Exceed
Stiff Lean Clay,CL,16,0.375,X-42,2,40,Rough Steel,1500,30.0,100.0,120.0,Parallel,876.383324,929.871587,6680.0,287.351505,Does Not Exceed
