Soil Name,Soil Type,Pipe OD (in),Pipe wt (in),Pipe SMYS (psi),Pipe DOC (ft),Length of Pipe in PGD (ft),Pipe Coating,Internal Pressure (psi),Soil Friction Angle (φ degrees),"Soil Cohesion (c, psf)","Soil Effective Unit Weight (γ', psf)",PGD Path (perpendicular/parallel to pipe),Longitudinal Force (lb/ft),Axial Stress (psi),Remaining Allowable Stress (psi),Allowable Pipe Length in PGD (ft),Exceeds Allowable
Stiff Fat Clay,CH,16,0.375,X-42,2,68,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,2662.35,12327.65,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,69,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,2701.51,12288.49,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,70,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,2740.66,12249.34,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,71,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,2779.81,12210.19,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,72,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,2818.96,12171.04,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,73,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,2858.11,12131.89,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,74,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,2897.27,12092.73,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,75,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,2936.42,12053.58,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,76,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,2975.57,12014.43,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,77,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,3014.72,11975.28,382.86,Does Not Exceed
Stiff Fat Clay,CH,16,0.375,X-42,2,78,Rough Steel,1500,26.0,100.0,120.0,Parallel,720.71,3053.88,11936.12,382.86,Does Not Exceed
