Soil Name,Soil Type,Pipe OD (in),Pipe wt (in),Pipe SMYS (psi),Pipe DOC (ft),Length of Pipe in PGD (ft),Pipe Coating,Internal Pressure (psi),Soil Friction Angle (φ degrees),"Soil Cohesion (c, psf)","Soil Effective Unit Weight (γ', psf)",PGD Path (perpendicular/parallel to pipe),Longitudinal Force (lb/ft),Axial Stress (psi),Remaining Allowable Stress (psi),Allowable Pipe Length in PGD (ft),Exceeds Allowable
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,24,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,1218.15,13771.85,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,25,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,1268.91,13721.09,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,26,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,1319.66,13670.34,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,27,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,1370.42,13619.58,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,28,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,1421.17,13568.83,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,29,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,1471.93,13518.07,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,30,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,1522.69,13467.31,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,31,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,1573.44,13416.56,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,32,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,1624.2,13365.8,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,33,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,1674.96,13315.04,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,34,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,1725.71,13264.29,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,35,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,1776.47,13213.53,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,36,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,1827.22,13162.78,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,37,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,1877.98,13112.02,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,38,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,1928.74,13061.26,295.33,Does Not Exceed
Dense Silty Sand/Clayey Sand,SM/SC,16,0.375,X-42,2,39,Rough Steel,1500,35.0,100.0,120.0,Parallel,934.31,1979.49,13010.51,295.33,Does Not Exceed
